model,method,as_of_session,decision_session,p10,group,Y10
M2,equal_width,2022-10-28,2022-10-31,0.02183303361478572,1,0
M2,equal_width,2022-10-31,2022-11-01,0.020806940495474796,1,0
M2,equal_width,2022-11-01,2022-11-02,0.03721119111870823,1,0
M2,equal_width,2022-11-02,2022-11-03,0.028857327143312888,1,0
M2,equal_width,2022-11-03,2022-11-04,0.015671658902825836,1,0
M2,equal_width,2022-11-04,2022-11-07,0.0190644490555522,1,0
M2,equal_width,2022-11-07,2022-11-08,0.037018145835622664,1,0
M2,equal_width,2022-11-08,2022-11-09,0.09194296962575203,1,0
M2,equal_width,2022-11-09,2022-11-10,0.12854756466152378,1,0
M2,equal_width,2022-11-10,2022-11-11,0.07962187178358296,1,0
M2,equal_width,2022-11-11,2022-11-14,0.08279421621558208,1,0
M2,equal_width,2022-11-14,2022-11-15,0.07383231332004993,1,0
M2,equal_width,2022-11-15,2022-11-16,0.1364470287921181,1,0
M2,equal_width,2022-11-16,2022-11-17,0.05780435660140131,1,0
M2,equal_width,2022-11-17,2022-11-18,0.036323790092745764,1,0
M2,equal_width,2022-11-18,2022-11-21,0.014431612500788754,1,0
M2,equal_width,2022-11-21,2022-11-22,0.01527940291354225,1,0
M2,equal_width,2022-11-22,2022-11-23,0.011309676658548573,1,0
M2,equal_width,2022-11-23,2022-11-25,0.05634593839425534,1,0
M2,equal_width,2022-11-25,2022-11-28,0.06704043690303822,1,0
M2,equal_width,2022-11-28,2022-11-29,0.06993040503869662,1,0
M2,equal_width,2022-11-29,2022-11-30,0.06296049340565499,1,0
M2,equal_width,2022-11-30,2022-12-01,0.02960075732551625,1,0
M2,equal_width,2022-12-01,2022-12-02,0.021315734133822647,1,0
M2,equal_width,2022-12-02,2022-12-05,0.011904144565331646,1,0
M2,equal_width,2022-12-05,2022-12-06,0.02555407413316056,1,0
M2,equal_width,2022-12-06,2022-12-07,0.03214695549697777,1,0
M2,equal_width,2022-12-07,2022-12-08,0.027311180036860307,1,0
M2,equal_width,2022-12-08,2022-12-09,0.0223631901987785,1,0
M2,equal_width,2022-12-09,2022-12-12,0.024308159269955606,1,0
M2,equal_width,2022-12-12,2022-12-13,0.19358225158889322,1,0
M2,equal_width,2022-12-13,2022-12-14,0.12861477432461108,1,0
M2,equal_width,2022-12-14,2022-12-15,0.08972441208454192,1,0
M2,equal_width,2022-12-15,2022-12-16,0.04742509932599,1,0
M2,equal_width,2022-12-16,2022-12-19,0.03236752051322162,1,0
M2,equal_width,2022-12-19,2022-12-20,0.023883772869479274,1,0
M2,equal_width,2022-12-20,2022-12-21,0.012202010725376253,1,0
M2,equal_width,2022-12-21,2022-12-22,0.0034313215671507363,1,0
M2,equal_width,2022-12-22,2022-12-23,0.0075086382386579,1,0
M2,equal_width,2022-12-23,2022-12-27,0.005988741217760896,1,0
M2,equal_width,2022-12-27,2022-12-28,0.006399543711595266,1,0
M2,equal_width,2022-12-28,2022-12-29,0.0075550780977229285,1,0
M2,equal_width,2022-12-29,2022-12-30,0.005968461246728815,1,0
M2,equal_width,2022-12-30,2023-01-03,0.004297441962328001,1,0
M2,equal_width,2023-01-03,2023-01-04,0.006009436122441464,1,0
M2,equal_width,2023-01-04,2023-01-05,0.003879506082150511,1,0
M2,equal_width,2023-01-05,2023-01-06,0.0033805148933303167,1,0
M2,equal_width,2023-01-06,2023-01-09,0.0031121385226307217,1,0
M2,equal_width,2023-01-09,2023-01-10,0.007469173805450159,1,0
M2,equal_width,2023-01-10,2023-01-11,0.0056262657917512,1,0
M2,equal_width,2023-01-11,2023-01-12,0.014358266583113564,1,0
M2,equal_width,2023-01-12,2023-01-13,0.014186950127399551,1,0
M2,equal_width,2023-01-13,2023-01-17,0.020407968528844952,1,0
M2,equal_width,2023-01-17,2023-01-18,0.03924253362210407,1,0
M2,equal_width,2023-01-18,2023-01-19,0.05030417966375845,1,0
M2,equal_width,2023-01-19,2023-01-20,0.036833242720519736,1,0
M2,equal_width,2023-01-20,2023-01-23,0.02010948891274014,1,0
M2,equal_width,2023-01-23,2023-01-24,0.011655919053881343,1,0
M2,equal_width,2023-01-24,2023-01-25,0.013318360754844463,1,0
M2,equal_width,2023-01-25,2023-01-26,0.025447081913532572,1,0
M2,equal_width,2023-01-26,2023-01-27,0.03702740187776352,1,0
M2,equal_width,2023-01-27,2023-01-30,0.04303349674722385,1,0
M2,equal_width,2023-01-30,2023-01-31,0.04104925859775171,1,0
M2,equal_width,2023-01-31,2023-02-01,0.037223089650491384,1,0
M2,equal_width,2023-02-01,2023-02-02,0.023588305309285188,1,0
M2,equal_width,2023-02-02,2023-02-03,0.03718781093122473,1,0
M2,equal_width,2023-02-03,2023-02-06,0.029803901153468725,1,0
M2,equal_width,2023-02-06,2023-02-07,0.0406717263917119,1,0
M2,equal_width,2023-02-07,2023-02-08,0.04081420742993843,1,0
M2,equal_width,2023-02-08,2023-02-09,0.061204298425566114,1,0
M2,equal_width,2023-02-09,2023-02-10,0.06266268523620704,1,0
M2,equal_width,2023-02-10,2023-02-13,0.06774557043681141,1,0
M2,equal_width,2023-02-13,2023-02-14,0.09961571491977496,1,0
M2,equal_width,2023-02-14,2023-02-15,0.0601714370741275,1,0
M2,equal_width,2023-02-15,2023-02-16,0.032850289455876876,1,0
M2,equal_width,2023-02-16,2023-02-17,0.036749616477712736,1,0
M2,equal_width,2023-02-17,2023-02-21,0.04063438922858634,1,0
M2,equal_width,2023-02-21,2023-02-22,0.04192489726409174,1,0
M2,equal_width,2023-02-22,2023-02-23,0.028044798509826448,1,0
M2,equal_width,2023-02-23,2023-02-24,0.0146863252820776,1,0
M2,equal_width,2023-02-24,2023-02-27,0.014787154123821622,1,0
M2,equal_width,2023-02-27,2023-02-28,0.008591190300617934,1,0
M2,equal_width,2023-02-28,2023-03-01,0.0027078405736976605,1,0
M2,equal_width,2023-03-01,2023-03-02,0.005016568978013306,1,0
M2,equal_width,2023-03-02,2023-03-03,0.0032678097204205275,1,1
M2,equal_width,2023-03-03,2023-03-06,0.002755702807141891,1,1
M2,equal_width,2023-03-06,2023-03-07,0.0031915263768667913,1,1
M2,equal_width,2023-03-07,2023-03-08,0.0048805875098992205,1,1
M2,equal_width,2023-03-08,2023-03-09,0.0017874904060281528,1,0
M2,equal_width,2023-03-09,2023-03-10,0.01938323239606427,1,0
M2,equal_width,2023-03-10,2023-03-13,0.023422286750854105,1,0
M2,equal_width,2023-03-13,2023-03-14,0.032143750567973806,1,0
M2,equal_width,2023-03-14,2023-03-15,0.03921969336259478,1,0
M2,equal_width,2023-03-15,2023-03-16,0.03552805774935071,1,0
M2,equal_width,2023-03-16,2023-03-17,0.05436951608329138,1,0
M2,equal_width,2023-03-17,2023-03-20,0.05745053817825312,1,0
M2,equal_width,2023-03-20,2023-03-21,0.08180305008565256,1,0
M2,equal_width,2023-03-21,2023-03-22,0.0794711847329439,1,0
M2,equal_width,2023-03-22,2023-03-23,0.017800387162888585,1,0
M2,equal_width,2023-03-23,2023-03-24,0.05606540900068508,1,0
M2,equal_width,2023-03-24,2023-03-27,0.009348255622135069,1,0
M2,equal_width,2023-03-27,2023-03-28,0.023430010854717815,1,0
M2,equal_width,2023-03-28,2023-03-29,0.025939418184794703,1,0
M2,equal_width,2023-03-29,2023-03-30,0.0193152070967301,1,0
M2,equal_width,2023-03-30,2023-03-31,0.009299734508555878,1,0
M2,equal_width,2023-03-31,2023-04-03,0.047722594289977265,1,0
M2,equal_width,2023-04-03,2023-04-04,0.04110021965786377,1,0
M2,equal_width,2023-04-04,2023-04-05,0.05613577424453315,1,0
M2,equal_width,2023-04-05,2023-04-06,0.05332912891718912,1,0
M2,equal_width,2023-04-06,2023-04-10,0.050158559300434606,1,0
M2,equal_width,2023-04-10,2023-04-11,0.04524948661013016,1,0
M2,equal_width,2023-04-11,2023-04-12,0.03949640025257394,1,0
M2,equal_width,2023-04-12,2023-04-13,0.04824643582360729,1,0
M2,equal_width,2023-04-13,2023-04-14,0.05234973263704895,1,0
M2,equal_width,2023-04-14,2023-04-17,0.03977603256422557,1,0
M2,equal_width,2023-04-17,2023-04-18,0.048364226410523944,1,0
M2,equal_width,2023-04-18,2023-04-19,0.046226122993793535,1,0
M2,equal_width,2023-04-19,2023-04-20,0.058772033378828845,1,0
M2,equal_width,2023-04-20,2023-04-21,0.08269816056142522,1,0
M2,equal_width,2023-04-21,2023-04-24,0.05591974080033783,1,0
M2,equal_width,2023-04-24,2023-04-25,0.0551367578333701,1,0
M2,equal_width,2023-04-25,2023-04-26,0.05730827771243959,1,0
M2,equal_width,2023-04-26,2023-04-27,0.05046321958883877,1,0
M2,equal_width,2023-04-27,2023-04-28,0.01962881706099171,1,0
M2,equal_width,2023-04-28,2023-05-01,0.018318790969548714,1,0
M2,equal_width,2023-05-01,2023-05-02,0.022936805638328357,1,0
M2,equal_width,2023-05-02,2023-05-03,0.04866438009276902,1,0
M2,equal_width,2023-05-03,2023-05-04,0.04988197121107476,1,0
M2,equal_width,2023-05-04,2023-05-05,0.03036699887096966,1,0
M2,equal_width,2023-05-05,2023-05-08,0.015474122555079123,1,0
M2,equal_width,2023-05-08,2023-05-09,0.014220420671328888,1,0
M2,equal_width,2023-05-09,2023-05-10,0.024805708478742753,1,0
M2,equal_width,2023-05-10,2023-05-11,0.024515741705993518,1,0
M2,equal_width,2023-05-11,2023-05-12,0.03043043087742735,1,0
M2,equal_width,2023-05-12,2023-05-15,0.030806516752554497,1,0
M2,equal_width,2023-05-15,2023-05-16,0.040316081589030564,1,0
M2,equal_width,2023-05-16,2023-05-17,0.04867092553071902,1,0
M2,equal_width,2023-05-17,2023-05-18,0.054942336755136885,1,0
M2,equal_width,2023-05-18,2023-05-19,0.03974529675309019,1,0
M2,equal_width,2023-05-19,2023-05-22,0.06108121338014743,1,0
M2,equal_width,2023-05-22,2023-05-23,0.060030631969544654,1,0
M2,equal_width,2023-05-23,2023-05-24,0.06923156845774846,1,0
M2,equal_width,2023-05-24,2023-05-25,0.0450221706319179,1,0
M2,equal_width,2023-05-25,2023-05-26,0.04295184128216425,1,0
M2,equal_width,2023-05-26,2023-05-30,0.05553565879863785,1,0
M2,equal_width,2023-05-30,2023-05-31,0.051531030501266895,1,0
M2,equal_width,2023-05-31,2023-06-01,0.05088962875459618,1,0
M2,equal_width,2023-06-01,2023-06-02,0.006889135360927287,1,0
M2,equal_width,2023-06-02,2023-06-05,0.007347261287144247,1,0
M2,equal_width,2023-06-05,2023-06-06,0.010917450180741512,1,0
M2,equal_width,2023-06-06,2023-06-07,0.015732705233102107,1,0
M2,equal_width,2023-06-07,2023-06-08,0.013922480612150278,1,0
M2,equal_width,2023-06-08,2023-06-09,0.012365455888987874,1,0
M2,equal_width,2023-06-09,2023-06-12,0.016321940239623443,1,0
M2,equal_width,2023-06-12,2023-06-13,0.02846096957001268,1,0
M2,equal_width,2023-06-13,2023-06-14,0.026706465286184297,1,0
M2,equal_width,2023-06-14,2023-06-15,0.01861836634956428,1,0
M2,equal_width,2023-06-15,2023-06-16,0.026303218272393285,1,0
M2,equal_width,2023-06-16,2023-06-20,0.017797559421327963,1,0
M2,equal_width,2023-06-20,2023-06-21,0.017708913303103112,1,0
M2,equal_width,2023-06-21,2023-06-22,0.011532214420446083,1,0
M2,equal_width,2023-06-22,2023-06-23,0.011944902607767769,1,0
M2,equal_width,2023-06-23,2023-06-26,0.013716283592610649,1,0
M2,equal_width,2023-06-26,2023-06-27,0.01644657469565153,1,0
M2,equal_width,2023-06-27,2023-06-28,0.02060480211627933,1,0
M2,equal_width,2023-06-28,2023-06-29,0.02148888695324018,1,0
M2,equal_width,2023-06-29,2023-06-30,0.022316979841404908,1,0
M2,equal_width,2023-06-30,2023-07-03,0.01966001103375162,1,0
M2,equal_width,2023-07-03,2023-07-05,0.023342318966444765,1,0
M2,equal_width,2023-07-05,2023-07-06,0.046304501831374724,1,0
M2,equal_width,2023-07-06,2023-07-07,0.043031545195520035,1,0
M2,equal_width,2023-07-07,2023-07-10,0.03496574172507212,1,0
M2,equal_width,2023-07-10,2023-07-11,0.0356541594538834,1,0
M2,equal_width,2023-07-11,2023-07-12,0.03734090271645603,1,0
M2,equal_width,2023-07-12,2023-07-13,0.030444857033551702,1,0
M2,equal_width,2023-07-13,2023-07-14,0.05468389157132166,1,0
M2,equal_width,2023-07-14,2023-07-17,0.04541850281022877,1,0
M2,equal_width,2023-07-17,2023-07-18,0.04800724598602972,1,0
M2,equal_width,2023-07-18,2023-07-19,0.04930616161976026,1,0
M2,equal_width,2023-07-19,2023-07-20,0.07250006530980696,1,0
M2,equal_width,2023-07-20,2023-07-21,0.06326279361061053,1,0
M2,equal_width,2023-07-21,2023-07-24,0.05280160966515855,1,0
M2,equal_width,2023-07-24,2023-07-25,0.05589584163040409,1,0
M2,equal_width,2023-07-25,2023-07-26,0.05221206138709221,1,0
M2,equal_width,2023-07-26,2023-07-27,0.03212660328138007,1,0
M2,equal_width,2023-07-27,2023-07-28,0.0726580411945081,1,0
M2,equal_width,2023-07-28,2023-07-31,0.04383032105589545,1,0
M2,equal_width,2023-07-31,2023-08-01,0.03919793888497698,1,0
M2,equal_width,2023-08-01,2023-08-02,0.0507066543993704,1,0
M2,equal_width,2023-08-02,2023-08-03,0.030393265395645012,1,0
M2,equal_width,2023-08-03,2023-08-04,0.03735957687886599,1,0
M2,equal_width,2023-08-04,2023-08-07,0.032843561149268556,1,0
M2,equal_width,2023-08-07,2023-08-08,0.027146382357320396,1,0
M2,equal_width,2023-08-08,2023-08-09,0.027900945882532224,1,0
M2,equal_width,2023-08-09,2023-08-10,0.04262336983002849,1,0
M2,equal_width,2023-08-10,2023-08-11,0.055454104295920674,1,0
M2,equal_width,2023-08-11,2023-08-14,0.049751691103031626,1,0
M2,equal_width,2023-08-14,2023-08-15,0.05544114832804664,1,0
M2,equal_width,2023-08-15,2023-08-16,0.053315887023197395,1,0
M2,equal_width,2023-08-16,2023-08-17,0.04174600220239583,1,0
M2,equal_width,2023-08-17,2023-08-18,0.03619924181540452,1,0
M2,equal_width,2023-08-18,2023-08-21,0.034781953757820123,1,0
M2,equal_width,2023-08-21,2023-08-22,0.03473542844906481,1,0
M2,equal_width,2023-08-22,2023-08-23,0.03674088054439603,1,0
M2,equal_width,2023-08-23,2023-08-24,0.025182962235299106,1,0
M2,equal_width,2023-08-24,2023-08-25,0.02406844517110132,1,0
M2,equal_width,2023-08-25,2023-08-28,0.025221955950231183,1,0
M2,equal_width,2023-08-28,2023-08-29,0.0229227808289607,1,0
M2,equal_width,2023-08-29,2023-08-30,0.020800339332648715,1,0
M2,equal_width,2023-08-30,2023-08-31,0.02124183328469033,1,0
M2,equal_width,2023-08-31,2023-09-01,0.024090499753462207,1,0
M2,equal_width,2023-09-01,2023-09-05,0.03552883394920417,1,0
M2,equal_width,2023-09-05,2023-09-06,0.029875117200893014,1,0
M2,equal_width,2023-09-06,2023-09-07,0.025059909220141927,1,0
M2,equal_width,2023-09-07,2023-09-08,0.021418344796912007,1,0
M2,equal_width,2023-09-08,2023-09-11,0.021016007951216418,1,0
M2,equal_width,2023-09-11,2023-09-12,0.018657758290598563,1,0
M2,equal_width,2023-09-12,2023-09-13,0.024985758354256142,1,0
M2,equal_width,2023-09-13,2023-09-14,0.02712861992666912,1,0
M2,equal_width,2023-09-14,2023-09-15,0.0232397694272836,1,0
M2,equal_width,2023-09-15,2023-09-18,0.026304740424916047,1,0
M2,equal_width,2023-09-18,2023-09-19,0.03148318192812612,1,1
M2,equal_width,2023-09-19,2023-09-20,0.04091926436578771,1,0
M2,equal_width,2023-09-20,2023-09-21,0.029590217686674965,1,0
M2,equal_width,2023-09-21,2023-09-22,0.021129464227206674,1,0
M2,equal_width,2023-09-22,2023-09-25,0.024495096719618026,1,0
M2,equal_width,2023-09-25,2023-09-26,0.029342427734584363,1,0
M2,equal_width,2023-09-26,2023-09-27,0.027661020309339084,1,0
M2,equal_width,2023-09-27,2023-09-28,0.026127205603887274,1,0
M2,equal_width,2023-09-28,2023-09-29,0.048156433974037856,1,0
M2,equal_width,2023-09-29,2023-10-02,0.03854356114056371,1,0
M2,equal_width,2023-10-02,2023-10-03,0.031866363418381435,1,0
M2,equal_width,2023-10-03,2023-10-04,0.03772951289661163,1,0
M2,equal_width,2023-10-04,2023-10-05,0.03519376153008362,1,0
M2,equal_width,2023-10-05,2023-10-06,0.03347595589151736,1,0
M2,equal_width,2023-10-06,2023-10-09,0.03363474553482669,1,0
M2,equal_width,2023-10-09,2023-10-10,0.03860964258814178,1,0
M2,equal_width,2023-10-10,2023-10-11,0.022187844573004316,1,0
M2,equal_width,2023-10-11,2023-10-12,0.049664172002950396,1,0
M2,equal_width,2023-10-12,2023-10-13,0.05510862059490429,1,0
M2,equal_width,2023-10-13,2023-10-16,0.05476841788905859,1,0
M2,equal_width,2023-10-16,2023-10-17,0.05424222072884095,1,0
M2,equal_width,2023-10-17,2023-10-18,0.054298558229537025,1,0
M2,equal_width,2023-10-18,2023-10-19,0.03332154724654109,1,0
M2,equal_width,2023-10-19,2023-10-20,0.04754723815703871,1,0
M2,equal_width,2023-10-20,2023-10-23,0.04217918649006946,1,0
M2,equal_width,2023-10-23,2023-10-24,0.028344902092492012,1,0
M2,equal_width,2023-10-24,2023-10-25,0.02471812100694977,1,0
M2,equal_width,2023-10-25,2023-10-26,0.027354711481105812,1,0
M2,equal_width,2023-10-26,2023-10-27,0.01497011445973444,1,0
M2,equal_width,2023-10-27,2023-10-30,0.01860628101890247,1,0
M2,equal_width,2023-10-30,2023-10-31,0.015028457484852311,1,0
M2,equal_width,2023-10-31,2023-11-01,0.012289509691526208,1,0
M2,equal_width,2023-11-01,2023-11-02,0.00528098685736944,1,0
M2,equal_width,2023-11-02,2023-11-03,0.004149798101940771,1,0
M2,equal_width,2023-11-03,2023-11-06,0.0026482800889809435,1,0
M2,equal_width,2023-11-06,2023-11-07,0.010423437868106018,1,0
M2,equal_width,2023-11-07,2023-11-08,0.021135683664182683,1,0
M2,equal_width,2023-11-08,2023-11-09,0.01948291702090286,1,0
M2,equal_width,2023-11-09,2023-11-10,0.018552691838662344,1,0
M2,equal_width,2023-11-10,2023-11-13,0.014289330661182556,1,0
M2,equal_width,2023-11-13,2023-11-14,0.021916816972110904,1,0
M2,equal_width,2023-11-14,2023-11-15,0.024065226796478847,1,0
M2,equal_width,2023-11-15,2023-11-16,0.04552239702994074,1,0
M2,equal_width,2023-11-16,2023-11-17,0.05269557808590435,1,0
M2,equal_width,2023-11-17,2023-11-20,0.0477994265171356,1,0
M2,equal_width,2023-11-20,2023-11-21,0.03997079689346386,1,0
M2,equal_width,2023-11-21,2023-11-22,0.03179894021946479,1,0
M2,equal_width,2023-11-22,2023-11-24,0.03471902625479076,1,0
M2,equal_width,2023-11-24,2023-11-27,0.018974324970646883,1,0
M2,equal_width,2023-11-27,2023-11-28,0.009728828170697213,1,0
M2,equal_width,2023-11-28,2023-11-29,0.008701175516243016,1,0
M2,equal_width,2023-11-29,2023-11-30,0.011657468478622817,1,0
M2,equal_width,2023-11-30,2023-12-01,0.011340723262137439,1,0
M2,equal_width,2023-12-01,2023-12-04,0.01131683043444023,1,0
M2,equal_width,2023-12-04,2023-12-05,0.020411032102159252,1,0
M2,equal_width,2023-12-05,2023-12-06,0.020545906246350793,1,0
M2,equal_width,2023-12-06,2023-12-07,0.024107518399632894,1,0
M2,equal_width,2023-12-07,2023-12-08,0.02568345935743448,1,0
M2,equal_width,2023-12-08,2023-12-11,0.014782825521922283,1,0
M2,equal_width,2023-12-11,2023-12-12,0.019025828178112627,1,0
M2,equal_width,2023-12-12,2023-12-13,0.019171510056164853,1,0
M2,equal_width,2023-12-13,2023-12-14,0.018795184048464086,1,0
M2,equal_width,2023-12-14,2023-12-15,0.05362179811881906,1,0
M2,equal_width,2023-12-15,2023-12-18,0.02249992403117613,1,0
M2,equal_width,2023-12-18,2023-12-19,0.030122014119516448,1,0
M2,equal_width,2023-12-19,2023-12-20,0.021322398595519668,1,0
M2,equal_width,2023-12-20,2023-12-21,0.03634106892160512,1,0
M2,equal_frequency,2020-09-10,2020-09-11,0.019958175622786012,2,0
M2,equal_frequency,2020-09-11,2020-09-14,0.0006909085765605103,1,0
M2,equal_frequency,2020-09-14,2020-09-15,0.003943464393543296,1,0
M2,equal_frequency,2020-09-15,2020-09-16,0.008423722233989493,1,0
M2,equal_frequency,2020-09-16,2020-09-17,0.0016150276896406911,1,0
M2,equal_frequency,2020-09-17,2020-09-18,0.0011876702599896219,1,0
M2,equal_frequency,2020-09-18,2020-09-21,0.00447818241916216,1,0
M2,equal_frequency,2020-09-21,2020-09-22,0.01318180925467829,1,0
M2,equal_frequency,2020-09-22,2020-09-23,0.014935040814496706,1,0
M2,equal_frequency,2020-09-23,2020-09-24,0.025387809371721172,2,0
M2,equal_frequency,2020-09-24,2020-09-25,0.041228111465374175,3,0
M2,equal_frequency,2020-09-25,2020-09-28,0.04946971092955631,4,0
M2,equal_frequency,2020-09-28,2020-09-29,0.06097382647151637,4,0
M2,equal_frequency,2020-09-29,2020-09-30,0.03273285929558621,3,0
M2,equal_frequency,2020-09-30,2020-10-01,0.06505536580868054,5,0
M2,equal_frequency,2020-10-01,2020-10-02,0.14114804996571337,5,0
M2,equal_frequency,2020-10-02,2020-10-05,0.10725261972307559,5,0
M2,equal_frequency,2020-10-05,2020-10-06,0.11486973334396264,5,0
M2,equal_frequency,2020-10-06,2020-10-07,0.16083618799732768,5,0
M2,equal_frequency,2020-10-07,2020-10-08,0.1927925833604674,5,0
M2,equal_frequency,2020-10-08,2020-10-09,0.15685595892141033,5,0
M2,equal_frequency,2020-10-09,2020-10-12,0.2230006587690882,5,0
M2,equal_frequency,2020-10-12,2020-10-13,0.31770257980796823,5,0
M2,equal_frequency,2020-10-13,2020-10-14,0.2953348963540383,5,0
M2,equal_frequency,2020-10-14,2020-10-15,0.1617541978987163,5,0
M2,equal_frequency,2020-10-15,2020-10-16,0.13206086260963643,5,0
M2,equal_frequency,2020-10-16,2020-10-19,0.07431601828363696,5,0
M2,equal_frequency,2020-10-19,2020-10-20,0.04128916414073137,3,0
M2,equal_frequency,2020-10-20,2020-10-21,0.043226783443599426,4,1
M2,equal_frequency,2020-10-21,2020-10-22,0.03641487330311525,3,1
M2,equal_frequency,2020-10-22,2020-10-23,0.0692300275445962,5,1
M2,equal_frequency,2020-10-23,2020-10-26,0.08959186241742652,5,0
M2,equal_frequency,2020-10-26,2020-10-27,0.10759447889446148,5,0
M2,equal_frequency,2020-10-27,2020-10-28,0.1238029193790335,5,0
M2,equal_frequency,2020-10-28,2020-10-29,0.2133249657115262,5,0
M2,equal_frequency,2020-10-29,2020-10-30,0.24339117034999286,5,0
M2,equal_frequency,2020-10-30,2020-11-02,0.2430971030268029,5,0
M2,equal_frequency,2020-11-02,2020-11-03,0.1759476797986331,5,0
M2,equal_frequency,2020-11-03,2020-11-04,0.18678269631479114,5,0
M2,equal_frequency,2020-11-04,2020-11-05,0.0026939392182936095,1,0
M2,equal_frequency,2020-11-05,2020-11-06,0.001817667363810647,1,0
M2,equal_frequency,2020-11-06,2020-11-09,0.000908563975609964,1,0
M2,equal_frequency,2020-11-09,2020-11-10,0.005529611384056772,1,0
M2,equal_frequency,2020-11-10,2020-11-11,0.011777657603286322,1,0
M2,equal_frequency,2020-11-11,2020-11-12,0.10652362775897022,5,0
M2,equal_frequency,2020-11-12,2020-11-13,0.06039643432599968,4,0
M2,equal_frequency,2020-11-13,2020-11-16,0.12752777123112288,5,0
M2,equal_frequency,2020-11-16,2020-11-17,0.10289877788278524,5,0
M2,equal_frequency,2020-11-17,2020-11-18,0.07653069160680737,5,0
M2,equal_frequency,2020-11-18,2020-11-19,0.0997385861151726,5,0
M2,equal_frequency,2020-11-19,2020-11-20,0.06684060810258656,5,0
M2,equal_frequency,2020-11-20,2020-11-23,0.09303493635445248,5,0
M2,equal_frequency,2020-11-23,2020-11-24,0.04636331392460987,4,0
M2,equal_frequency,2020-11-24,2020-11-25,0.042756879374187824,4,0
M2,equal_frequency,2020-11-25,2020-11-27,0.021901249884851155,2,0
M2,equal_frequency,2020-11-27,2020-11-30,0.0881704488904835,5,0
M2,equal_frequency,2020-11-30,2020-12-01,0.03620857373211396,3,0
M2,equal_frequency,2020-12-01,2020-12-02,0.07560610062263715,5,0
M2,equal_frequency,2020-12-02,2020-12-03,0.10344436278722047,5,0
M2,equal_frequency,2020-12-03,2020-12-04,0.12539132099634756,5,0
M2,equal_frequency,2020-12-04,2020-12-07,0.10519596616729544,5,0
M2,equal_frequency,2020-12-07,2020-12-08,0.11680278845563086,5,0
M2,equal_frequency,2020-12-08,2020-12-09,0.08398820679145921,5,0
M2,equal_frequency,2020-12-09,2020-12-10,0.1077810585720759,5,0
M2,equal_frequency,2020-12-10,2020-12-11,0.1279331197522928,5,0
M2,equal_frequency,2020-12-11,2020-12-14,0.13476793827432565,5,0
M2,equal_frequency,2020-12-14,2020-12-15,0.18767516631436204,5,0
M2,equal_frequency,2020-12-15,2020-12-16,0.28437337141675006,5,0
M2,equal_frequency,2020-12-16,2020-12-17,0.20944543506210334,5,0
M2,equal_frequency,2020-12-17,2020-12-18,0.20008964182936934,5,0
M2,equal_frequency,2020-12-18,2020-12-21,0.06038031134677589,4,0
M2,equal_frequency,2020-12-21,2020-12-22,0.16583017792283014,5,0
M2,equal_frequency,2020-12-22,2020-12-23,0.15066343745539978,5,0
M2,equal_frequency,2020-12-23,2020-12-24,0.1837943662169985,5,0
M2,equal_frequency,2020-12-24,2020-12-28,0.07922302997511661,5,0
M2,equal_frequency,2020-12-28,2020-12-29,0.16991499258310389,5,0
M2,equal_frequency,2020-12-29,2020-12-30,0.09408358081085624,5,0
M2,equal_frequency,2020-12-30,2020-12-31,0.09609192820710669,5,0
M2,equal_frequency,2020-12-31,2021-01-04,0.10393922028318964,5,0
M2,equal_frequency,2021-01-04,2021-01-05,0.10265178110964694,5,0
M2,equal_frequency,2021-01-05,2021-01-06,0.08333714145414332,5,0
M2,equal_frequency,2021-01-06,2021-01-07,0.0915274147725847,5,0
M2,equal_frequency,2021-01-07,2021-01-08,0.13007851577949864,5,0
M2,equal_frequency,2021-01-08,2021-01-11,0.10497069116562759,5,0
M2,equal_frequency,2021-01-11,2021-01-12,0.07960814983225784,5,0
M2,equal_frequency,2021-01-12,2021-01-13,0.08154070656519039,5,0
M2,equal_frequency,2021-01-13,2021-01-14,0.06278862611986709,4,0
M2,equal_frequency,2021-01-14,2021-01-15,0.09020754067121638,5,0
M2,equal_frequency,2021-01-15,2021-01-19,0.07228299198239187,5,0
M2,equal_frequency,2021-01-19,2021-01-20,0.034013856811097795,3,1
M2,equal_frequency,2021-01-20,2021-01-21,0.09021668302745368,5,1
M2,equal_frequency,2021-01-21,2021-01-22,0.06306729951648131,4,1
M2,equal_frequency,2021-01-22,2021-01-25,0.0316606703985784,3,1
M2,equal_frequency,2021-01-25,2021-01-26,0.08927262208931576,5,1
M2,equal_frequency,2021-01-26,2021-01-27,0.07673150408199159,5,0
M2,equal_frequency,2021-01-27,2021-01-28,0.4235339512784688,5,0
M2,equal_frequency,2021-01-28,2021-01-29,0.15907407521737987,5,0
M2,equal_frequency,2021-01-29,2021-02-01,0.1374554946369667,5,0
M2,equal_frequency,2021-02-01,2021-02-02,0.08695328861605475,5,0
M2,equal_frequency,2021-02-02,2021-02-03,0.06306284797708665,4,0
M2,equal_frequency,2021-02-03,2021-02-04,3.892536634992789e-05,1,0
M2,equal_frequency,2021-02-04,2021-02-05,0.0024473525969388866,1,0
M2,equal_frequency,2021-02-05,2021-02-08,0.0006412101668417577,1,0
M2,equal_frequency,2021-02-08,2021-02-09,0.002636858258466914,1,0
