as_of_session,decision_session,simulation_decision_at,execution_at,computed_at_utc,model,fit_id,forecast_available,forecast_status,mu5_raw,mu5,q90_raw,q90,p10_logit,p10,mu_projected,q_projected,outside_feature_count,outside_feature_ids,max_outside_distance_training_sd,R5,L5,Y10,score_observed,score_status,label_end_session,label_matures_at,label_available_at,quarter,covered,loss_minus_q90
2021-12-31,2022-01-03,2022-01-03T20:00:00+00:00,2022-01-03T21:00:00+00:00,2026-09-07T01:33:37.588192+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.023356261953998418,0.023356261953998418,0.062307294367475265,0.062307294367475265,-4.299858743967028,0.013388783624384289,False,False,0.0,,0.0,-0.019977625157371,0.0409141982703699,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-01-10,2022-01-10T21:00:00+00:00,2022-01-11T20:00:00+00:00,2022Q1,True,-0.021393096097105366
2022-01-03,2022-01-04,2022-01-04T20:00:00+00:00,2022-01-04T21:00:00+00:00,2026-09-07T01:33:37.590716+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.008570566164292354,0.008570566164292354,0.06364605680358305,0.06364605680358305,-4.840877191138628,0.007838198378696534,False,False,0.0,,0.0,-0.0020770261670921,0.0412206714293802,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-01-11,2022-01-11T21:00:00+00:00,2022-01-12T20:00:00+00:00,2022Q1,True,-0.022425385374202855
2022-01-04,2022-01-05,2022-01-05T20:00:00+00:00,2022-01-05T21:00:00+00:00,2026-09-07T01:33:37.593273+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.010688932884942956,0.010688932884942956,0.06454209817409394,0.06454209817409394,-4.60801501814121,0.009873141168937206,False,False,0.0,,0.0,0.0432036965924951,0.0028248917045612,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-01-12,2022-01-12T21:00:00+00:00,2022-01-13T20:00:00+00:00,2022Q1,True,-0.06171720646953274
2022-01-05,2022-01-06,2022-01-06T20:00:00+00:00,2022-01-06T21:00:00+00:00,2026-09-07T01:33:37.595526+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.03469354123537614,0.03469354123537614,0.06282397937442974,0.06282397937442974,-4.015000705269717,0.01772316381198002,False,False,0.0,,0.0,0.0149975262631518,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-01-13,2022-01-13T21:00:00+00:00,2022-01-14T20:00:00+00:00,2022Q1,True,-0.06282397937442974
2022-01-06,2022-01-07,2022-01-07T20:00:00+00:00,2022-01-07T21:00:00+00:00,2026-09-07T01:33:37.597741+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.03519281827592981,0.03519281827592981,0.059951650371959334,0.059951650371959334,-4.350181112968015,0.012740071267289143,False,False,0.0,,0.0,0.0064081397590736,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-01-14,2022-01-14T21:00:00+00:00,2022-01-18T20:00:00+00:00,2022Q1,True,-0.059951650371959334
2022-01-07,2022-01-10,2022-01-10T20:00:00+00:00,2022-01-10T21:00:00+00:00,2026-09-07T01:33:37.600031+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.03752303480272974,0.03752303480272974,0.058179180566843035,0.058179180566843035,-4.765572757586343,0.008446064445918324,False,False,0.0,,0.0,-0.0376712554596766,0.0376712554596766,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-01-18,2022-01-18T21:00:00+00:00,2022-01-19T20:00:00+00:00,2022Q1,True,-0.020507925107166432
2022-01-10,2022-01-11,2022-01-11T20:00:00+00:00,2022-01-11T21:00:00+00:00,2026-09-07T01:33:37.602178+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.03739192584325185,0.03739192584325185,0.059437449304366785,0.059437449304366785,-4.629092716630577,0.00966920704915493,False,False,0.0,,0.0,-0.068523836728023,0.068523836728023,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-01-19,2022-01-19T21:00:00+00:00,2022-01-20T20:00:00+00:00,2022Q1,False,0.009086387423656209
2022-01-11,2022-01-12,2022-01-12T20:00:00+00:00,2022-01-12T21:00:00+00:00,2026-09-07T01:33:37.604393+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.03553998858855441,0.03553998858855441,0.06001313688310002,0.06001313688310002,-4.789079640462715,0.00825145830112509,False,False,0.0,,0.0,-0.0925453595343128,0.0925453595343128,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-01-20,2022-01-20T21:00:00+00:00,2022-01-21T20:00:00+00:00,2022Q1,False,0.03253222265121278
2022-01-12,2022-01-13,2022-01-13T20:00:00+00:00,2022-01-13T21:00:00+00:00,2026-09-07T01:33:37.606734+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.021662965311768156,0.021662965311768156,0.06211697516654177,0.06211697516654177,-4.627812926771089,0.009681469643523502,False,False,0.0,,0.0,-0.1083565669127397,0.1083565669127397,1.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-01-21,2022-01-21T21:00:00+00:00,2022-01-24T20:00:00+00:00,2022Q1,False,0.04623959174619793
2022-01-13,2022-01-14,2022-01-14T20:00:00+00:00,2022-01-14T21:00:00+00:00,2026-09-07T01:33:37.608914+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.037701204035757274,0.037701204035757274,0.06091594460951477,0.06091594460951477,-4.502930354537515,0.010955146311315308,False,False,0.0,,0.0,-0.1266938501474807,0.1266938501474806,1.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-01-24,2022-01-24T21:00:00+00:00,2022-01-25T20:00:00+00:00,2022Q1,False,0.06577790553796584
2022-01-14,2022-01-18,2022-01-18T20:00:00+00:00,2022-01-18T21:00:00+00:00,2026-09-07T01:33:37.611119+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.031006886436561187,0.031006886436561187,0.059119963124337024,0.059119963124337024,-4.660752296806359,0.00937070279390704,False,False,0.0,,0.0,-0.0942212797278601,0.09422127972786,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-01-25,2022-01-25T21:00:00+00:00,2022-01-26T20:00:00+00:00,2022Q1,False,0.035101316603522975
2022-01-18,2022-01-19,2022-01-19T20:00:00+00:00,2022-01-19T21:00:00+00:00,2026-09-07T01:33:37.613438+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.02486186780036404,0.02486186780036404,0.060717260465145834,0.060717260465145834,-4.229982692562524,0.014343900756635032,False,False,0.0,,0.0,-0.0907528145686027,0.0907528145686027,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-01-26,2022-01-26T21:00:00+00:00,2022-01-27T20:00:00+00:00,2022Q1,False,0.03003555410345686
2022-01-19,2022-01-20,2022-01-20T20:00:00+00:00,2022-01-20T21:00:00+00:00,2026-09-07T01:33:37.615676+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.036084020346424606,0.036084020346424606,0.06224854924036593,0.06224854924036593,-3.8738000767879965,0.020356268313357812,False,False,0.0,,0.0,-0.0740740939140011,0.0740740939140011,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-01-27,2022-01-27T21:00:00+00:00,2022-01-28T20:00:00+00:00,2022Q1,False,0.011825544673635176
2022-01-20,2022-01-21,2022-01-21T20:00:00+00:00,2022-01-21T21:00:00+00:00,2026-09-07T01:33:37.617945+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.037301191048901394,0.037301191048901394,0.06805057397891578,0.06805057397891578,-3.7689824191297614,0.02255506248587192,False,False,0.0,,0.0,0.0018412533896616,0.0287240164581952,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-01-28,2022-01-28T21:00:00+00:00,2022-01-31T20:00:00+00:00,2022Q1,True,-0.03932655752072059
2022-01-21,2022-01-24,2022-01-24T20:00:00+00:00,2022-01-24T21:00:00+00:00,2026-09-07T01:33:37.620155+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.037832775179741665,0.037832775179741665,0.07724571405171934,0.07724571405171934,-3.712915428487416,0.023824790582036168,False,False,0.0,,0.0,0.0510375669577765,0.013834392507875,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-01-31,2022-01-31T21:00:00+00:00,2022-02-01T20:00:00+00:00,2022Q1,True,-0.06341132154384435
2022-01-24,2022-01-25,2022-01-25T20:00:00+00:00,2022-01-25T21:00:00+00:00,2026-09-07T01:33:37.622254+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.04095565819244411,0.04095565819244411,0.08184043023490951,0.08184043023490951,-3.459288936377505,0.03049304757960818,False,False,0.0,,0.0,0.0907389785761041,0.0130963658175439,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-01,2022-02-01T21:00:00+00:00,2022-02-02T20:00:00+00:00,2022Q1,True,-0.06874406441736561
2022-01-25,2022-01-26,2022-01-26T20:00:00+00:00,2022-01-26T21:00:00+00:00,2026-09-07T01:33:37.624377+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.03424921194844785,0.03424921194844785,0.08229976208021861,0.08229976208021861,-3.4148828074865003,0.0318335639433321,False,False,0.0,,0.0,0.1147447924336024,0.0028355675151641,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-02,2022-02-02T21:00:00+00:00,2022-02-03T20:00:00+00:00,2022Q1,True,-0.0794641945650545
2022-01-26,2022-01-27,2022-01-27T20:00:00+00:00,2022-01-27T21:00:00+00:00,2026-09-07T01:33:37.626776+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.03089647176704949,0.03089647176704949,0.08598211715489157,0.08598211715489157,-3.1309014363601824,0.04185044544208041,False,False,1.0,D03,0.16019740884661796,0.0496682261968679,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-03,2022-02-03T21:00:00+00:00,2022-02-04T20:00:00+00:00,2022Q1,True,-0.08598211715489157
2022-01-27,2022-01-28,2022-01-28T20:00:00+00:00,2022-01-28T21:00:00+00:00,2026-09-07T01:33:37.629082+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.033709259254636956,0.033709259254636956,0.07719162888022749,0.07719162888022749,-3.8894911819979314,0.020045701748594595,False,False,1.0,D03,0.16561419431218657,0.032714552183215,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-04,2022-02-04T21:00:00+00:00,2022-02-07T20:00:00+00:00,2022Q1,True,-0.07719162888022749
2022-01-28,2022-01-31,2022-01-31T20:00:00+00:00,2022-01-31T21:00:00+00:00,2026-09-07T01:33:37.631311+00:00,M2,2022-01-03_M2,True,FORECAST_AVAILABLE,0.03659071051245209,0.03659071051245209,0.0665801707727213,0.0665801707727213,-4.79055137892272,0.008239423230463951,False,False,0.0,,0.0,0.0147633937804287,0.0151192150544696,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-07,2022-02-07T21:00:00+00:00,2022-02-08T20:00:00+00:00,2022Q1,True,-0.0514609557182517
2022-01-31,2022-02-01,2022-02-01T20:00:00+00:00,2022-02-01T21:00:00+00:00,2026-09-07T01:33:37.743507+00:00,M2,2022-02-01_M2,True,FORECAST_AVAILABLE,0.030470352074295208,0.030470352074295208,0.049281599418360064,0.049281599418360064,-5.8821485371288755,0.0027810313171066628,False,False,0.0,,0.0,0.0017153051479765,0.0502572957721966,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-08,2022-02-08T21:00:00+00:00,2022-02-09T20:00:00+00:00,2022Q1,False,0.0009756963538365346
2022-02-01,2022-02-02,2022-02-02T20:00:00+00:00,2022-02-02T21:00:00+00:00,2026-09-07T01:33:37.746234+00:00,M2,2022-02-01_M2,True,FORECAST_AVAILABLE,0.021595223780151874,0.021595223780151874,0.037044767315501534,0.037044767315501534,-6.230263018755466,0.0019650648789914303,False,False,0.0,,0.0,0.0083092734208305,0.0610480280531939,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-09,2022-02-09T21:00:00+00:00,2022-02-10T20:00:00+00:00,2022Q1,False,0.024003260737692364
2022-02-02,2022-02-03,2022-02-03T20:00:00+00:00,2022-02-03T21:00:00+00:00,2026-09-07T01:33:37.748855+00:00,M2,2022-02-01_M2,True,FORECAST_AVAILABLE,0.016472818025922674,0.016472818025922674,0.04142422494987706,0.04142422494987706,-5.466918609661388,0.004206459574458154,False,False,0.0,,0.0,0.0214918270608994,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-10,2022-02-10T21:00:00+00:00,2022-02-11T20:00:00+00:00,2022Q1,True,-0.04142422494987706
2022-02-03,2022-02-04,2022-02-04T20:00:00+00:00,2022-02-04T21:00:00+00:00,2026-09-07T01:33:37.751457+00:00,M2,2022-02-01_M2,True,FORECAST_AVAILABLE,0.01814689861827082,0.01814689861827082,0.05895225394188767,0.05895225394188767,-4.5569457346924995,0.01038508002419296,False,False,0.0,,0.0,-0.0596191236162216,0.0596191236162217,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-11,2022-02-11T21:00:00+00:00,2022-02-14T20:00:00+00:00,2022Q1,False,0.0006668696743340335
2022-02-04,2022-02-07,2022-02-07T20:00:00+00:00,2022-02-07T21:00:00+00:00,2026-09-07T01:33:37.753734+00:00,M2,2022-02-01_M2,True,FORECAST_AVAILABLE,0.02225174885779534,0.02225174885779534,0.05735523722370042,0.05735523722370042,-4.315700403331766,0.013181127947352022,False,False,0.0,,0.0,-0.0739701570979949,0.0739701570979949,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-14,2022-02-14T21:00:00+00:00,2022-02-15T20:00:00+00:00,2022Q1,False,0.016614919874294476
2022-02-07,2022-02-08,2022-02-08T20:00:00+00:00,2022-02-08T21:00:00+00:00,2026-09-07T01:33:37.755926+00:00,M2,2022-02-01_M2,True,FORECAST_AVAILABLE,0.025500479888871535,0.025500479888871535,0.05969418236772807,0.05969418236772807,-4.493856458772159,0.011053900710559249,False,False,0.0,,0.0,-0.0582192026891003,0.0953767046111459,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-15,2022-02-15T21:00:00+00:00,2022-02-16T20:00:00+00:00,2022Q1,False,0.035682522243417836
2022-02-08,2022-02-09,2022-02-09T20:00:00+00:00,2022-02-09T21:00:00+00:00,2026-09-07T01:33:37.758272+00:00,M2,2022-02-01_M2,True,FORECAST_AVAILABLE,0.022787656582573135,0.022787656582573135,0.05783587289059605,0.05783587289059605,-4.29099215588628,0.013506413787553736,False,False,0.0,,0.0,-0.0570131086755044,0.1115034873108386,1.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-16,2022-02-16T21:00:00+00:00,2022-02-17T20:00:00+00:00,2022Q1,False,0.05366761442024255
2022-02-09,2022-02-10,2022-02-10T20:00:00+00:00,2022-02-10T21:00:00+00:00,2026-09-07T01:33:37.760419+00:00,M2,2022-02-01_M2,True,FORECAST_AVAILABLE,0.014980094349463149,0.014980094349463149,0.0558690066124123,0.0558690066124123,-4.165036921140146,0.015291674951270534,False,False,0.0,,0.0,-0.0671853422824041,0.0671853422824041,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-17,2022-02-17T21:00:00+00:00,2022-02-18T20:00:00+00:00,2022Q1,False,0.011316335669991795
2022-02-10,2022-02-11,2022-02-11T20:00:00+00:00,2022-02-11T21:00:00+00:00,2026-09-07T01:33:37.762642+00:00,M2,2022-02-01_M2,True,FORECAST_AVAILABLE,0.02802933677221374,0.02802933677221374,0.06729058464140666,0.06729058464140666,-4.145905271817261,0.015582443767374544,False,False,0.0,,0.0,-0.01362606394065,0.01362606394065,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-18,2022-02-18T21:00:00+00:00,2022-02-22T20:00:00+00:00,2022Q1,True,-0.05366452070075667
2022-02-11,2022-02-14,2022-02-14T20:00:00+00:00,2022-02-14T21:00:00+00:00,2026-09-07T01:33:37.764942+00:00,M2,2022-02-01_M2,True,FORECAST_AVAILABLE,0.02844432566421197,0.02844432566421197,0.08227046022767587,0.08227046022767587,-3.825066650319105,0.021351163438760153,False,False,0.0,,0.0,-0.0111678995294123,0.0134393881234461,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-22,2022-02-22T21:00:00+00:00,2022-02-23T20:00:00+00:00,2022Q1,True,-0.06883107210422977
2022-02-14,2022-02-15,2022-02-15T20:00:00+00:00,2022-02-15T21:00:00+00:00,2026-09-07T01:33:37.767278+00:00,M2,2022-02-01_M2,True,FORECAST_AVAILABLE,0.016198261978710812,0.016198261978710812,0.09608198857423852,0.09608198857423852,-3.3131162730950114,0.03512395475919617,False,False,0.0,,0.0,-0.076727294921875,0.076727294921875,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-23,2022-02-23T21:00:00+00:00,2022-02-24T20:00:00+00:00,2022Q1,True,-0.01935469365236353
2022-02-15,2022-02-16,2022-02-16T20:00:00+00:00,2022-02-16T21:00:00+00:00,2026-09-07T01:33:37.769532+00:00,M2,2022-02-01_M2,True,FORECAST_AVAILABLE,0.013260573780082184,0.013260573780082184,0.07930688255577274,0.07930688255577274,-3.178102507153791,0.039998130852508605,False,False,0.0,,0.0,-0.0809702325706703,0.0943463696151163,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-24,2022-02-24T21:00:00+00:00,2022-02-25T20:00:00+00:00,2022Q1,False,0.015039487059343562
2022-02-16,2022-02-17,2022-02-17T20:00:00+00:00,2022-02-17T21:00:00+00:00,2026-09-07T01:33:37.771942+00:00,M2,2022-02-01_M2,True,FORECAST_AVAILABLE,0.02632810686433072,0.02632810686433072,0.07307708737356913,0.07307708737356913,-3.221687047006218,0.03835770793293983,False,False,0.0,,0.0,-0.0034116091016827,0.037528423146826,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-25,2022-02-25T21:00:00+00:00,2022-02-28T20:00:00+00:00,2022Q1,True,-0.03554866422674313
2022-02-17,2022-02-18,2022-02-18T20:00:00+00:00,2022-02-18T21:00:00+00:00,2026-09-07T01:33:37.774083+00:00,M2,2022-02-01_M2,True,FORECAST_AVAILABLE,0.022047725504212936,0.022047725504212936,0.0922800409547134,0.0922800409547134,-3.092675860437736,0.04341038152826367,False,False,0.0,,0.0,-0.0140061311818204,0.0257099036847473,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-02-28,2022-02-28T21:00:00+00:00,2022-03-01T20:00:00+00:00,2022Q1,True,-0.0665701372699661
2022-02-18,2022-02-22,2022-02-22T20:00:00+00:00,2022-02-22T21:00:00+00:00,2026-09-07T01:33:37.776235+00:00,M2,2022-02-01_M2,True,FORECAST_AVAILABLE,0.021188221264811746,0.021188221264811746,0.08974324375578098,0.08974324375578098,-3.673664572256132,0.024754919375197793,False,False,0.0,,0.0,-0.0708269648556418,0.0708269648556419,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-03-01,2022-03-01T21:00:00+00:00,2022-03-02T20:00:00+00:00,2022Q1,True,-0.018916278900139083
2022-02-22,2022-02-23,2022-02-23T20:00:00+00:00,2022-02-23T21:00:00+00:00,2026-09-07T01:33:37.778440+00:00,M2,2022-02-01_M2,True,FORECAST_AVAILABLE,0.018388419723104742,0.018388419723104742,0.09297755707990568,0.09297755707990568,-3.8033598869675194,0.02180947641945836,False,False,0.0,,0.0,-0.0137848949403198,0.0441118140531105,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-03-02,2022-03-02T21:00:00+00:00,2022-03-03T20:00:00+00:00,2022Q1,True,-0.04886574302679518
