as_of_session,decision_session,simulation_decision_at,execution_at,computed_at_utc,model,fit_id,forecast_available,forecast_status,mu5_raw,mu5,q90_raw,q90,p10_logit,p10,mu_projected,q_projected,outside_feature_count,outside_feature_ids,max_outside_distance_training_sd,R5,L5,Y10,score_observed,score_status,label_end_session,label_matures_at,label_available_at,quarter,covered,loss_minus_q90
2022-05-06,2022-05-09,2022-05-09T19:00:00+00:00,2022-05-09T20:00:00+00:00,2026-09-07T01:33:38.237530+00:00,M2,2022-05-02_M2,True,FORECAST_AVAILABLE,0.001754987657698282,0.001754987657698282,0.06961539225107409,0.06961539225107409,-3.787055534428229,0.02216003599563238,False,False,0.0,,0.0,0.0832784235400443,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-05-16,2022-05-16T20:00:00+00:00,2022-05-17T19:00:00+00:00,2022Q2,True,-0.06961539225107409
2022-05-09,2022-05-10,2022-05-10T19:00:00+00:00,2022-05-10T20:00:00+00:00,2026-09-07T01:33:38.239847+00:00,M2,2022-05-02_M2,True,FORECAST_AVAILABLE,0.0025966163045431753,0.0025966163045431753,0.082404501717812,0.082404501717812,-4.08787264600077,0.016498127599350848,False,False,0.0,,0.0,0.0791180281065522,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-05-17,2022-05-17T20:00:00+00:00,2022-05-18T19:00:00+00:00,2022Q2,True,-0.082404501717812
2022-05-10,2022-05-11,2022-05-11T19:00:00+00:00,2022-05-11T20:00:00+00:00,2026-09-07T01:33:38.242101+00:00,M2,2022-05-02_M2,True,FORECAST_AVAILABLE,0.004231761592820529,0.004231761592820529,0.07233211302345788,0.07233211302345788,-3.9565463932574634,0.018770011840134524,False,False,0.0,,0.0,-0.0008625641956306,0.0008625641956306,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-05-18,2022-05-18T20:00:00+00:00,2022-05-19T19:00:00+00:00,2022Q2,True,-0.07146954882782727
2022-05-11,2022-05-12,2022-05-12T19:00:00+00:00,2022-05-12T20:00:00+00:00,2026-09-07T01:33:38.244443+00:00,M2,2022-05-02_M2,True,FORECAST_AVAILABLE,0.005001625456093121,0.005001625456093121,0.05896630846965018,0.05896630846965018,-4.005132306484105,0.017895783439930313,False,False,0.0,,0.0,0.0194319840237258,0.010676916089045,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-05-19,2022-05-19T20:00:00+00:00,2022-05-20T19:00:00+00:00,2022Q2,True,-0.04828939238060518
2022-05-12,2022-05-13,2022-05-13T19:00:00+00:00,2022-05-13T20:00:00+00:00,2026-09-07T01:33:38.246743+00:00,M2,2022-05-02_M2,True,FORECAST_AVAILABLE,0.009070252179330003,0.009070252179330003,0.0647998283200617,0.0647998283200617,-4.514659851244209,0.010828781983141451,False,False,0.0,,0.0,-0.0130408000456722,0.0409852926092235,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-05-20,2022-05-20T20:00:00+00:00,2022-05-23T19:00:00+00:00,2022Q2,True,-0.023814535710838206
2022-05-13,2022-05-16,2022-05-16T19:00:00+00:00,2022-05-16T20:00:00+00:00,2026-09-07T01:33:38.249023+00:00,M2,2022-05-02_M2,True,FORECAST_AVAILABLE,0.00548790798079659,0.00548790798079659,0.05950900782826331,0.05950900782826331,-4.197658804915928,0.014808148307468252,False,False,0.0,,0.0,-0.0259634644848971,0.0602433560236894,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-05-23,2022-05-23T20:00:00+00:00,2022-05-24T19:00:00+00:00,2022Q2,False,0.0007343481954260947
2022-05-16,2022-05-17,2022-05-17T19:00:00+00:00,2022-05-17T20:00:00+00:00,2026-09-07T01:33:38.251380+00:00,M2,2022-05-02_M2,True,FORECAST_AVAILABLE,-0.006407011660027998,-0.006407011660027998,0.058613845607068726,0.058613845607068726,-4.437557326785264,0.011686595851681058,False,False,0.0,,0.0,-0.0398637407203973,0.0719149933808275,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-05-24,2022-05-24T20:00:00+00:00,2022-05-25T19:00:00+00:00,2022Q2,False,0.013301147773758779
2022-05-17,2022-05-18,2022-05-18T19:00:00+00:00,2022-05-18T20:00:00+00:00,2026-09-07T01:33:38.253800+00:00,M2,2022-05-02_M2,True,FORECAST_AVAILABLE,-0.009453420905991205,-0.009453420905991205,0.047819579064462735,0.047819579064462735,-4.134163385131561,0.0157635882431024,False,False,0.0,,0.0,0.0453269672161649,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-05-25,2022-05-25T20:00:00+00:00,2022-05-26T19:00:00+00:00,2022Q2,True,-0.047819579064462735
2022-05-18,2022-05-19,2022-05-19T19:00:00+00:00,2022-05-19T20:00:00+00:00,2026-09-07T01:33:38.256095+00:00,M2,2022-05-02_M2,True,FORECAST_AVAILABLE,0.0003658406143284662,0.0003658406143284662,0.06126292511760535,0.06126292511760535,-3.6981496376790686,0.024170626412142727,False,False,0.0,,0.0,0.0180141760665708,0.0012568364302777,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-05-26,2022-05-26T20:00:00+00:00,2022-05-27T19:00:00+00:00,2022Q2,True,-0.06000608868732765
2022-05-19,2022-05-20,2022-05-20T19:00:00+00:00,2022-05-20T20:00:00+00:00,2026-09-07T01:33:38.258427+00:00,M2,2022-05-02_M2,True,FORECAST_AVAILABLE,0.0041079163238193755,0.0041079163238193755,0.04826541581027649,0.04826541581027649,-4.260228875627003,0.013922497800816135,False,False,0.0,,0.0,0.0398490250360308,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-05-27,2022-05-27T20:00:00+00:00,2022-05-31T19:00:00+00:00,2022Q2,True,-0.04826541581027649
2022-05-20,2022-05-23,2022-05-23T19:00:00+00:00,2022-05-23T20:00:00+00:00,2026-09-07T01:33:38.260737+00:00,M2,2022-05-02_M2,True,FORECAST_AVAILABLE,0.0068239950138971744,0.0068239950138971744,0.05111139779775314,0.05111139779775314,-3.737894270121384,0.023250711537737934,False,False,0.0,,0.0,0.0418575239977578,0.0018742222351091,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-05-31,2022-05-31T20:00:00+00:00,2022-06-01T19:00:00+00:00,2022Q2,True,-0.04923717556264404
2022-05-23,2022-05-24,2022-05-24T19:00:00+00:00,2022-05-24T20:00:00+00:00,2026-09-07T01:33:38.263013+00:00,M2,2022-05-02_M2,True,FORECAST_AVAILABLE,0.004896242646357688,0.004896242646357688,0.05042645499890948,0.05042645499890948,-3.234715129846398,0.037880028603833736,False,False,0.0,,0.0,0.0473607436534595,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-01,2022-06-01T20:00:00+00:00,2022-06-02T19:00:00+00:00,2022Q2,True,-0.05042645499890948
2022-05-24,2022-05-25,2022-05-25T19:00:00+00:00,2022-05-25T20:00:00+00:00,2026-09-07T01:33:38.265537+00:00,M2,2022-05-02_M2,True,FORECAST_AVAILABLE,0.008970522264936038,0.008970522264936038,0.051046692982062505,0.051046692982062505,-3.348710077828477,0.03393742972021395,False,False,0.0,,0.0,0.0470782317763727,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-02,2022-06-02T20:00:00+00:00,2022-06-03T19:00:00+00:00,2022Q2,True,-0.051046692982062505
2022-05-25,2022-05-26,2022-05-26T19:00:00+00:00,2022-05-26T20:00:00+00:00,2026-09-07T01:33:38.267815+00:00,M2,2022-05-02_M2,True,FORECAST_AVAILABLE,0.013394258280102224,0.013394258280102224,0.04716107866308501,0.04716107866308501,-3.8038882827294382,0.02179820656557581,False,False,0.0,,0.0,0.0380658919115699,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-03,2022-06-03T20:00:00+00:00,2022-06-06T19:00:00+00:00,2022Q2,True,-0.04716107866308501
2022-05-26,2022-05-27,2022-05-27T19:00:00+00:00,2022-05-27T20:00:00+00:00,2026-09-07T01:33:38.270081+00:00,M2,2022-05-02_M2,True,FORECAST_AVAILABLE,0.00751983385496161,0.00751983385496161,0.04273352821870212,0.04273352821870212,-2.6334563357473337,0.06701601995291452,False,False,0.0,,0.0,0.0242032453393445,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-06,2022-06-06T20:00:00+00:00,2022-06-07T19:00:00+00:00,2022Q2,True,-0.04273352821870212
2022-05-27,2022-05-31,2022-05-31T19:00:00+00:00,2022-05-31T20:00:00+00:00,2026-09-07T01:33:38.272526+00:00,M2,2022-05-02_M2,True,FORECAST_AVAILABLE,0.010004178489044738,0.010004178489044738,0.031922646647350846,0.031922646647350846,-3.2237374607579152,0.03828214711222243,False,False,0.0,,0.0,0.0275834719525576,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-07,2022-06-07T20:00:00+00:00,2022-06-08T19:00:00+00:00,2022Q2,True,-0.031922646647350846
2022-05-31,2022-06-01,2022-06-01T19:00:00+00:00,2022-06-01T20:00:00+00:00,2026-09-07T01:33:38.393288+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,0.0195827074063172,0.0195827074063172,0.039533190043184854,0.039533190043184854,-3.1578981494255696,0.04078119463532059,False,False,0.0,,0.0,0.0260955684996893,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-08,2022-06-08T20:00:00+00:00,2022-06-09T19:00:00+00:00,2022Q2,True,-0.039533190043184854
2022-06-01,2022-06-02,2022-06-02T19:00:00+00:00,2022-06-02T20:00:00+00:00,2026-09-07T01:33:38.395734+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,0.018987866015083794,0.018987866015083794,0.03367361242095121,0.03367361242095121,-3.6303444332521613,0.025822572626648107,False,False,0.0,,0.0,-0.009859988346028,0.0098599883460281,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-09,2022-06-09T20:00:00+00:00,2022-06-10T19:00:00+00:00,2022Q2,True,-0.023813624074923108
2022-06-02,2022-06-03,2022-06-03T19:00:00+00:00,2022-06-03T20:00:00+00:00,2026-09-07T01:33:38.398227+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,0.017483186766911813,0.017483186766911813,0.03391729070646337,0.03391729070646337,-3.229246585772697,0.03807983485176652,False,False,0.0,,0.0,-0.035480691545247,0.035480691545247,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-10,2022-06-10T20:00:00+00:00,2022-06-13T19:00:00+00:00,2022Q2,False,0.0015634008387836323
2022-06-03,2022-06-06,2022-06-06T19:00:00+00:00,2022-06-06T20:00:00+00:00,2026-09-07T01:33:38.400570+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,0.024307286336800547,0.024307286336800547,0.03552498907630251,0.03552498907630251,-3.987618639906465,0.01820620842532226,False,False,0.0,,0.0,-0.1087042258853731,0.1087042258853731,1.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-13,2022-06-13T20:00:00+00:00,2022-06-14T19:00:00+00:00,2022Q2,False,0.07317923680907058
2022-06-06,2022-06-07,2022-06-07T19:00:00+00:00,2022-06-07T20:00:00+00:00,2026-09-07T01:33:38.402877+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,0.03206175101466885,0.03206175101466885,0.04245627653188882,0.04245627653188882,-4.257170405653131,0.013964548983639646,False,False,0.0,,0.0,-0.1034818072478948,0.1196265618387951,1.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-14,2022-06-14T20:00:00+00:00,2022-06-15T19:00:00+00:00,2022Q2,False,0.07717028530690628
2022-06-07,2022-06-08,2022-06-08T19:00:00+00:00,2022-06-08T20:00:00+00:00,2026-09-07T01:33:38.405293+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,0.030675362761241186,0.030675362761241186,0.03696585450194633,0.03696585450194633,-4.11674277052804,0.01603616324417116,False,False,0.0,,0.0,-0.0805668384082778,0.1213356669318166,1.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-15,2022-06-15T20:00:00+00:00,2022-06-16T19:00:00+00:00,2022Q2,False,0.08436981242987027
2022-06-08,2022-06-09,2022-06-09T19:00:00+00:00,2022-06-09T20:00:00+00:00,2026-09-07T01:33:38.407650+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,0.015959466639147477,0.015959466639147477,0.05314229533798591,0.05314229533798591,-3.1921445966265987,0.03946240800799589,False,False,0.0,,0.0,-0.0862377633003473,0.0985859560485478,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-16,2022-06-16T20:00:00+00:00,2022-06-17T19:00:00+00:00,2022Q2,False,0.045443660710561884
2022-06-09,2022-06-10,2022-06-10T19:00:00+00:00,2022-06-10T20:00:00+00:00,2026-09-07T01:33:38.410041+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,0.008356741153199117,0.008356741153199117,0.06081106327022174,0.06081106327022174,-3.471393688459715,0.030137218725611755,False,False,0.0,,0.0,-0.0427455409551967,0.0698726168627337,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-17,2022-06-17T20:00:00+00:00,2022-06-21T19:00:00+00:00,2022Q2,False,0.009061553592511963
2022-06-10,2022-06-13,2022-06-13T19:00:00+00:00,2022-06-13T20:00:00+00:00,2026-09-07T01:33:38.412510+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,-0.0027416616617843633,-0.0027416616617843633,0.06087809723349258,0.06087809723349258,-3.421152326281501,0.03164090232174202,False,False,0.0,,0.0,0.0388864825784387,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-21,2022-06-21T20:00:00+00:00,2022-06-22T19:00:00+00:00,2022Q2,True,-0.06087809723349258
2022-06-13,2022-06-14,2022-06-14T19:00:00+00:00,2022-06-14T20:00:00+00:00,2026-09-07T01:33:38.414802+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,-0.02078310268450109,-0.02078310268450109,0.06958145653083603,0.06958145653083603,-2.7528666911123834,0.059924954250189656,False,False,0.0,,0.0,0.0407897822063612,0.00455628300667,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-22,2022-06-22T20:00:00+00:00,2022-06-23T19:00:00+00:00,2022Q2,True,-0.06502517352416602
2022-06-14,2022-06-15,2022-06-15T19:00:00+00:00,2022-06-15T20:00:00+00:00,2026-09-07T01:33:38.417122+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,-0.029884970233006177,-0.029884970233006177,0.0663016438559708,0.0663016438559708,-2.6957411513062537,0.06322512920350096,False,False,0.0,,0.0,0.0126688865369215,0.0312499899316479,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-23,2022-06-23T20:00:00+00:00,2022-06-24T19:00:00+00:00,2022Q2,True,-0.0350516539243229
2022-06-15,2022-06-16,2022-06-16T19:00:00+00:00,2022-06-16T20:00:00+00:00,2026-09-07T01:33:38.419499+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,-0.009083180726468541,-0.009083180726468541,0.05506403174023529,0.05506403174023529,-3.1416672716255007,0.04142086934237342,False,False,0.0,,0.0,0.0551438256407343,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-24,2022-06-24T20:00:00+00:00,2022-06-27T19:00:00+00:00,2022Q2,True,-0.05506403174023529
2022-06-16,2022-06-17,2022-06-17T19:00:00+00:00,2022-06-17T20:00:00+00:00,2026-09-07T01:33:38.421786+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,-0.010601256128103736,-0.010601256128103736,0.06142043487668353,0.06142043487668353,-3.119058135289663,0.04232793508092495,False,False,0.0,,0.0,0.0553885340261479,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-27,2022-06-27T20:00:00+00:00,2022-06-28T19:00:00+00:00,2022Q2,True,-0.06142043487668353
2022-06-17,2022-06-21,2022-06-21T19:00:00+00:00,2022-06-21T20:00:00+00:00,2026-09-07T01:33:38.424111+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,-0.010921654120855682,-0.010921654120855682,0.07379606744127358,0.07379606744127358,-3.079083289267146,0.04397834170053702,False,False,0.0,,0.0,0.0306252363396393,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-28,2022-06-28T20:00:00+00:00,2022-06-29T19:00:00+00:00,2022Q2,True,-0.07379606744127358
2022-06-21,2022-06-22,2022-06-22T19:00:00+00:00,2022-06-22T20:00:00+00:00,2026-09-07T01:33:38.426501+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,-0.01287424135929028,-0.01287424135929028,0.0775910528080504,0.0775910528080504,-2.6982920865939803,0.06307421137446884,False,False,0.0,,0.0,0.008755433776475,0.0002085081504262,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-29,2022-06-29T20:00:00+00:00,2022-06-30T19:00:00+00:00,2022Q2,True,-0.0773825446576242
2022-06-22,2022-06-23,2022-06-23T19:00:00+00:00,2022-06-23T20:00:00+00:00,2026-09-07T01:33:38.428800+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,-0.009800766188715393,-0.009800766188715393,0.06789577674641052,0.06789577674641052,-2.954888783731265,0.04950596194932837,False,False,0.0,,0.0,0.0052126773305323,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-06-30,2022-06-30T20:00:00+00:00,2022-07-01T19:00:00+00:00,2022Q2,True,-0.06789577674641052
2022-06-23,2022-06-24,2022-06-24T19:00:00+00:00,2022-06-24T20:00:00+00:00,2026-09-07T01:33:38.431112+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,-0.0058684555883962135,-0.0058684555883962135,0.06763468362760147,0.06763468362760147,-2.7485676015301883,0.060167597654110734,False,False,0.0,,0.0,0.0074364926975059,0.0041313935874792,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-07-01,2022-07-01T20:00:00+00:00,2022-07-05T19:00:00+00:00,2022Q2,True,-0.06350329004012227
2022-06-24,2022-06-27,2022-06-27T19:00:00+00:00,2022-06-27T20:00:00+00:00,2026-09-07T01:33:38.433496+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,0.000894263469543132,0.000894263469543132,0.040552477869939874,0.040552477869939874,-3.8562215525353394,0.02070978890235221,False,False,0.0,,0.0,-0.0081367275655104,0.0193246697698979,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-07-05,2022-07-05T20:00:00+00:00,2022-07-06T19:00:00+00:00,2022Q2,True,-0.021227808100041972
2022-06-27,2022-06-28,2022-06-28T19:00:00+00:00,2022-06-28T20:00:00+00:00,2026-09-07T01:33:38.435709+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,0.014630126583855119,0.014630126583855119,0.02773660006258412,0.02773660006258412,-4.39480487746204,0.012190837515362962,False,False,0.0,,0.0,0.0148576399980537,0.005158894030605,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-07-06,2022-07-06T20:00:00+00:00,2022-07-07T19:00:00+00:00,2022Q2,True,-0.022577706031979117
2022-06-28,2022-06-29,2022-06-29T19:00:00+00:00,2022-06-29T20:00:00+00:00,2026-09-07T01:33:38.438041+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,0.0067472826074195455,0.0067472826074195455,0.046197819730824013,0.046197819730824013,-3.641645533506622,0.025539803071857447,False,False,0.0,,0.0,0.0219053810014671,0.0037197831668972,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-07-07,2022-07-07T20:00:00+00:00,2022-07-08T19:00:00+00:00,2022Q2,True,-0.04247803656392681
2022-06-29,2022-06-30,2022-06-30T19:00:00+00:00,2022-06-30T20:00:00+00:00,2026-09-07T01:33:38.440318+00:00,M2,2022-06-01_M2,True,FORECAST_AVAILABLE,0.006587374851321732,0.006587374851321732,0.04371513633111457,0.04371513633111457,-3.4704774019274205,0.030164012367782527,False,False,0.0,,0.0,0.0375441071907005,0.0,0.0,True,DEVELOPMENT_LABEL_COMPLETE,2022-07-08,2022-07-08T20:00:00+00:00,2022-07-11T19:00:00+00:00,2022Q2,True,-0.04371513633111457
